Description,Transaction Date,Transaction Time,Tax Type,Transaction Type,Refund Type,Product Title,Product id,Product Type,Sku Id,Hardware,Buyer Country,Buyer State,Buyer Postal Code,Buyer Currency,Amount (Buyer Currency),Currency Conversion Rate,Merchant Currency,Amount (Merchant Currency)
GPA.3324-3517-6664-04569,"Jun 16, 2021",8:39:53 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,caprip,US,FL,33173,USD,-1.65,0.83335,EUR,-1.38
GPA.3331-8690-8991-84147,"Jun 16, 2021",8:57:53 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,crownqltesq,US,MD,20657,USD,3.49,0.83335,EUR,2.91
GPA.3331-8690-8991-84147,"Jun 16, 2021",8:57:53 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,crownqltesq,US,MD,20657,USD,-1.05,0.83335,EUR,-0.88
GPA.3323-2083-7303-86910,"Jun 16, 2021",9:29:43 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a71xq,US,NV,89081,USD,5.49,0.8331,EUR,4.57
GPA.3323-2083-7303-86910,"Jun 16, 2021",9:29:43 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a71xq,US,NV,89081,USD,-1.65,0.8331,EUR,-1.37
GPA.3303-1106-2563-17520,"Jun 17, 2021",12:43:08 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,mdh50lm,US,OK,74055,USD,3.49,0.83905,EUR,2.93
GPA.3303-1106-2563-17520,"Jun 17, 2021",12:43:08 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,mdh50lm,US,OK,74055,USD,-1.05,0.83905,EUR,-0.88
GPA.3348-8636-2437-58196,"Jun 17, 2021",12:44:54 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,mdh50lm,US,OK,74055,USD,5.49,0.83905,EUR,4.61
GPA.3348-8636-2437-58196,"Jun 17, 2021",12:44:54 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,mdh50lm,US,OK,74055,USD,-1.65,0.83905,EUR,-1.38
GPA.3394-5928-1450-74875,"Jun 17, 2021",3:15:27 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,ocean,US,MA,02721,USD,5.49,0.83975,EUR,4.61
GPA.3394-5928-1450-74875,"Jun 17, 2021",3:15:27 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,ocean,US,MA,02721,USD,-1.65,0.83975,EUR,-1.39
GPA.3352-9153-0515-45980,"Jun 17, 2021",5:32:37 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,crownqltesq,US,TX,76548,USD,3.49,0.83955,EUR,2.93
GPA.3352-9153-0515-45980,"Jun 17, 2021",5:32:37 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,crownqltesq,US,TX,76548,USD,-1.05,0.83955,EUR,-0.88
GPA.3334-2898-1658-03581,"Jun 17, 2021",5:38:49 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,r8q,US,TX,78832,USD,3.49,0.83955,EUR,2.93
GPA.3334-2898-1658-03581,"Jun 17, 2021",5:38:49 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,r8q,US,TX,78832,USD,-1.05,0.83955,EUR,-0.88
GPA.3341-1749-5747-83504,"Jun 17, 2021",5:41:07 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,r8q,US,TX,78832,USD,5.49,0.83955,EUR,4.61
GPA.3341-1749-5747-83504,"Jun 17, 2021",5:41:07 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,r8q,US,TX,78832,USD,-1.65,0.83955,EUR,-1.39
GPA.3339-7825-9255-32541,"Jun 18, 2021",11:06:54 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,t2q,US,NC,28574,USD,5.49,0.8422,EUR,4.62
GPA.3339-7825-9255-32541,"Jun 18, 2021",11:06:54 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,t2q,US,NC,28574,USD,-1.65,0.8422,EUR,-1.39
GPA.3367-4631-1666-62319,"Jun 18, 2021",11:07:04 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,t2q,US,NC,28574,USD,3.49,0.8422,EUR,2.94
GPA.3367-4631-1666-62319,"Jun 18, 2021",11:07:04 AM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,t2q,US,NC,28574,USD,-1.05,0.8422,EUR,-0.88
GPA.3366-1954-7712-90235,"Jun 18, 2021",4:07:36 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,a71xq,US,AL,35121,USD,3.49,0.8429,EUR,2.94
GPA.3366-1954-7712-90235,"Jun 18, 2021",4:07:36 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,a71xq,US,AL,35121,USD,-1.05,0.8429,EUR,-0.89
GPA.3389-9228-5632-97259,"Jun 18, 2021",6:27:06 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,alphalm,US,TX,75901,USD,5.49,0.8429,EUR,4.63
GPA.3389-9228-5632-97259,"Jun 18, 2021",6:27:06 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,alphalm,US,TX,75901,USD,-1.65,0.8429,EUR,-1.39
GPA.3358-2449-5442-36828,"Jun 18, 2021",7:01:21 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,c1q,US,OR,97045,USD,3.49,0.8429,EUR,2.94
GPA.3358-2449-5442-36828,"Jun 18, 2021",7:01:21 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,c1q,US,OR,97045,USD,-1.05,0.8429,EUR,-0.89
GPA.3394-7980-7807-13254,"Jun 18, 2021",7:02:32 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,c1q,US,OR,97045,USD,5.49,0.8429,EUR,4.63
GPA.3394-7980-7807-13254,"Jun 18, 2021",7:02:32 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,c1q,US,OR,97045,USD,-1.65,0.8429,EUR,-1.39
GPA.3384-4508-4040-84125,"Jun 19, 2021",4:13:31 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,starqltesq,US,OH,44221,USD,3.49,0.8429,EUR,2.94
GPA.3384-4508-4040-84125,"Jun 19, 2021",4:13:31 AM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,starqltesq,US,OH,44221,USD,-1.05,0.8429,EUR,-0.89
GPA.3325-4674-6845-16346,"Jun 19, 2021",6:25:23 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,m30s,DE,,86502,EUR,1.76,1.0,EUR,1.76
GPA.3363-6515-0926-94146,"Jun 19, 2021",8:32:28 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,c1q,US,MO,64116,USD,5.49,0.8429,EUR,4.63
GPA.3363-6515-0926-94146,"Jun 19, 2021",8:32:28 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,c1q,US,MO,64116,USD,-1.65,0.8429,EUR,-1.39
GPA.3343-1187-4833-23213,"Jun 19, 2021",10:54:04 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,x1q,US,IN,46706,USD,5.49,0.8429,EUR,4.63
GPA.3343-1187-4833-23213,"Jun 19, 2021",10:54:04 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,x1q,US,IN,46706,USD,-1.65,0.8429,EUR,-1.39
GPA.3348-3629-9588-36037,"Jun 19, 2021",2:37:39 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,r8q,US,WA,98272,USD,5.49,0.8429,EUR,4.63
GPA.3348-3629-9588-36037,"Jun 19, 2021",2:37:39 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,r8q,US,WA,98272,USD,-1.65,0.8429,EUR,-1.39
GPA.3328-6949-5307-41127,"Jun 19, 2021",3:22:34 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,sofia,US,ID,83442,USD,5.49,0.8429,EUR,4.63
GPA.3328-6949-5307-41127,"Jun 19, 2021",3:22:34 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,sofia,US,ID,83442,USD,-1.65,0.8429,EUR,-1.39
GPA.3303-6810-2204-63898,"Jun 19, 2021",5:03:45 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,flame,US,CA,91755,USD,5.49,0.8429,EUR,4.63
GPA.3303-6810-2204-63898,"Jun 19, 2021",5:03:45 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,flame,US,CA,91755,USD,-1.65,0.8429,EUR,-1.39
GPA.3334-7720-8399-62706,"Jun 19, 2021",7:14:27 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,p3s,GB,,DN200HS,GBP,1.51,1.1637,EUR,1.76
GPA.3342-8796-9789-45048,"Jun 19, 2021",8:39:24 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,c1q,US,HI,96789,USD,5.49,0.8429,EUR,4.63
GPA.3342-8796-9789-45048,"Jun 19, 2021",8:39:24 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,c1q,US,HI,96789,USD,-1.65,0.8429,EUR,-1.39
GPA.3373-0102-9937-62767,"Jun 20, 2021",12:13:46 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,OP4B9B,AU,QLD,4740,AUD,7.26,0.63042,EUR,4.58
GPA.3373-0102-9937-62767,"Jun 20, 2021",12:13:46 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,OP4B9B,AU,QLD,4740,AUD,-2.18,0.63042,EUR,-1.37
GPA.3386-3877-9380-35607,"Jun 20, 2021",8:54:34 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,greatqlte,US,MI,49415,USD,3.49,0.8429,EUR,2.94
GPA.3386-3877-9380-35607,"Jun 20, 2021",8:54:34 AM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,greatqlte,US,MI,49415,USD,-1.05,0.8429,EUR,-0.89
GPA.3364-0094-7386-07936,"Jun 20, 2021",8:54:59 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,greatqlte,US,MI,49415,USD,5.49,0.8429,EUR,4.63
GPA.3364-0094-7386-07936,"Jun 20, 2021",8:54:59 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,greatqlte,US,MI,49415,USD,-1.65,0.8429,EUR,-1.39
GPA.3347-1332-6757-86532,"Jun 20, 2021",10:45:02 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,r8q,US,NY,14150,USD,5.49,0.8429,EUR,4.63
GPA.3347-1332-6757-86532,"Jun 20, 2021",10:45:02 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,r8q,US,NY,14150,USD,-1.65,0.8429,EUR,-1.39
GPA.3386-3127-3609-50816,"Jun 20, 2021",11:35:33 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,redfin,US,MI,48708,USD,5.49,0.8429,EUR,4.63
GPA.3386-3127-3609-50816,"Jun 20, 2021",11:35:33 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,redfin,US,MI,48708,USD,-1.65,0.8429,EUR,-1.39
GPA.3308-9303-0439-23826,"Jun 20, 2021",12:22:22 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,crownqltesq,US,CA,92345,USD,5.49,0.8429,EUR,4.63
GPA.3308-9303-0439-23826,"Jun 20, 2021",12:22:22 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,crownqltesq,US,CA,92345,USD,-1.65,0.8429,EUR,-1.39
GPA.3346-7468-4715-25720,"Jun 20, 2021",4:59:13 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,t2q,US,MN,55401,USD,5.49,0.84265,EUR,4.63
GPA.3346-7468-4715-25720,"Jun 20, 2021",4:59:13 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,t2q,US,MN,55401,USD,-1.65,0.84265,EUR,-1.39
GPA.3348-4787-0045-87333,"Jun 20, 2021",7:52:17 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,y2q,US,NY,12839,USD,3.49,0.8424,EUR,2.94
GPA.3348-4787-0045-87333,"Jun 20, 2021",7:52:17 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,y2q,US,NY,12839,USD,-1.05,0.8424,EUR,-0.88
GPA.3397-6234-9494-38006,"Jun 20, 2021",8:22:38 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,HWEML,TR,,06450,TRY,16.09,0.096291,EUR,1.55
GPA.3397-6234-9494-38006,"Jun 20, 2021",8:22:38 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,HWEML,TR,,06450,TRY,-4.83,0.096291,EUR,-0.47
GPA.3300-7136-4923-57512,"Jun 21, 2021",7:57:08 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,star2qltesq,US,OH,45337,USD,3.49,0.8409,EUR,2.93
GPA.3300-7136-4923-57512,"Jun 21, 2021",7:57:08 AM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,star2qltesq,US,OH,45337,USD,-1.05,0.8409,EUR,-0.88
GPA.3391-3496-5482-64827,"Jun 21, 2021",9:47:05 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,o1q,US,FL,33955,USD,3.49,0.8396,EUR,2.93
GPA.3391-3496-5482-64827,"Jun 21, 2021",9:47:05 AM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,o1q,US,FL,33955,USD,-1.05,0.8396,EUR,-0.88
GPA.3375-4701-7703-56347,"Jun 21, 2021",12:39:54 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,X606F,US,VA,24301,USD,3.49,0.8394,EUR,2.93
GPA.3375-4701-7703-56347,"Jun 21, 2021",12:39:54 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,X606F,US,VA,24301,USD,-1.05,0.8394,EUR,-0.88
GPA.3378-7766-5008-68857,"Jun 21, 2021",1:42:07 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,sofiap,US,CA,90650,USD,5.49,0.8394,EUR,4.61
GPA.3378-7766-5008-68857,"Jun 21, 2021",1:42:07 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,sofiap,US,CA,90650,USD,-1.65,0.8394,EUR,-1.39
GPA.3365-6870-4220-73262,"Jun 21, 2021",4:52:59 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,crownqltesq,US,TX,77351,USD,5.49,0.839,EUR,4.61
GPA.3365-6870-4220-73262,"Jun 21, 2021",4:52:59 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,crownqltesq,US,TX,77351,USD,-1.65,0.839,EUR,-1.38
GPA.3376-9287-3167-45976,"Jun 21, 2021",9:16:33 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,HWEML,BG,,9000,BGN,3.44,0.51136,EUR,1.76
GPA.3392-0604-9788-81870,"Jun 22, 2021",3:11:50 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,beyond2q,US,WA,99403,USD,5.49,0.84055,EUR,4.61
GPA.3392-0604-9788-81870,"Jun 22, 2021",3:11:50 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,beyond2q,US,WA,99403,USD,-1.65,0.84055,EUR,-1.39
GPA.3370-5484-1141-19715,"Jun 22, 2021",10:27:47 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,beyond0,NL,,2623HL,EUR,2.88,1.0,EUR,2.88
GPA.3303-3775-1340-79321,"Jun 22, 2021",10:41:57 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,PAN_sprout,GB,,PE27 6TX,GBP,2.44,1.1688,EUR,2.85
GPA.3344-5451-3564-27001,"Jun 22, 2021",11:16:45 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,cv1,US,NY,13601,USD,5.49,0.8379,EUR,4.6
GPA.3344-5451-3564-27001,"Jun 22, 2021",11:16:45 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,cv1,US,NY,13601,USD,-1.65,0.8379,EUR,-1.38
GPA.3385-9899-1664-47343,"Jun 22, 2021",2:00:29 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,beyond0q,US,MS,39073,USD,3.49,0.8376,EUR,2.92
GPA.3385-9899-1664-47343,"Jun 22, 2021",2:00:29 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,beyond0q,US,MS,39073,USD,-1.05,0.8376,EUR,-0.88
GPA.3370-6745-2825-08712,"Jun 22, 2021",5:09:44 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,a51,US,MI,49274,USD,3.49,0.83755,EUR,2.92
GPA.3370-6745-2825-08712,"Jun 22, 2021",5:09:44 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,a51,US,MI,49274,USD,-1.05,0.83755,EUR,-0.88
GPA.3351-8083-8841-96343,"Jun 22, 2021",6:04:47 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,blueline,US,NY,12401,USD,5.49,0.83775,EUR,4.6
GPA.3351-8083-8841-96343,"Jun 22, 2021",6:04:47 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,blueline,US,NY,12401,USD,-1.65,0.83775,EUR,-1.38
GPA.3328-8286-8896-12225,"Jun 22, 2021",6:05:00 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,blueline,US,NY,12401,USD,3.49,0.83775,EUR,2.92
GPA.3328-8286-8896-12225,"Jun 22, 2021",6:05:00 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,blueline,US,NY,12401,USD,-1.05,0.83775,EUR,-0.88
GPA.3351-3364-2762-23949,"Jun 22, 2021",6:48:00 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,burton,US,WA,98823,USD,5.49,0.83775,EUR,4.6
GPA.3351-3364-2762-23949,"Jun 22, 2021",6:48:00 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,burton,US,WA,98823,USD,-1.65,0.83775,EUR,-1.38
GPA.3334-8889-2997-72356,"Jun 22, 2021",9:20:28 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,lv7,US,KY,41751,USD,5.49,0.8386,EUR,4.6
GPA.3334-8889-2997-72356,"Jun 22, 2021",9:20:28 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,lv7,US,KY,41751,USD,-1.65,0.8386,EUR,-1.38
GPA.3347-5745-3334-90432,"Jun 22, 2021",9:20:38 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,lv7,US,KY,41751,USD,3.49,0.8386,EUR,2.93
GPA.3347-5745-3334-90432,"Jun 22, 2021",9:20:38 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,lv7,US,KY,41751,USD,-1.05,0.8386,EUR,-0.88
GPA.3310-2618-2128-78042,"Jun 22, 2021",10:25:56 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,starqltesq,US,MI,48420,USD,3.49,0.83885,EUR,2.93
GPA.3310-2618-2128-78042,"Jun 22, 2021",10:25:56 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,starqltesq,US,MI,48420,USD,-1.05,0.83885,EUR,-0.88
GPA.3326-4182-0541-48732,"Jun 23, 2021",1:39:49 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,lv7,US,TX,77471,USD,5.49,0.83825,EUR,4.6
GPA.3326-4182-0541-48732,"Jun 23, 2021",1:39:49 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,lv7,US,TX,77471,USD,-1.65,0.83825,EUR,-1.38
GPA.3339-2585-7701-36795,"Jun 23, 2021",2:22:41 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,OnePlusN10,GB,,SK23 7GB,GBP,2.44,1.1707,EUR,2.86
GPA.3328-1370-0195-21409,"Jun 23, 2021",5:42:04 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,j7topeltetfnvzw,US,MT,59644,USD,3.49,0.8374,EUR,2.92
GPA.3328-1370-0195-21409,"Jun 23, 2021",5:42:04 AM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,j7topeltetfnvzw,US,MT,59644,USD,-1.05,0.8374,EUR,-0.88
GPA.3342-6607-7646-94783,"Jun 23, 2021",12:05:22 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,HydrogenONE,US,IN,47802,USD,5.49,0.83775,EUR,4.6
GPA.3342-6607-7646-94783,"Jun 23, 2021",12:05:22 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,HydrogenONE,US,IN,47802,USD,-1.65,0.83775,EUR,-1.38
GPA.3356-2271-4041-66346,"Jun 23, 2021",1:29:23 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,gta4xlwifi,IE,CO. LIMERICK,V94 FDX5,EUR,1.7,1.0,EUR,1.7
GPA.3342-8843-4284-80112,"Jun 23, 2021",1:29:45 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,gta4xlwifi,IE,CO. LIMERICK,V94 FDX5,EUR,2.84,1.0,EUR,2.84
GPA.3351-5134-8483-25772,"Jun 23, 2021",2:53:25 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,t2q,US,TX,76557,USD,5.49,0.8386,EUR,4.6
GPA.3351-5134-8483-25772,"Jun 23, 2021",2:53:25 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,t2q,US,TX,76557,USD,-1.65,0.8386,EUR,-1.38
GPA.3345-7935-9165-96237,"Jun 23, 2021",4:36:48 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,ocean,US,MA,02721,USD,3.49,0.83835,EUR,2.93
